,Datetime,Tweet Id,Text,Username,Location,Language,Source,Keyword
73,2021-03-22 18:50:11+00:00,1.37E+18,"@gareth_penn @AlexThomp @jaketapper @reidepstein @tripgabriel The error in circumference sounds like a legit math error. Did the misinterpretation of longitude derive from that?

It still feels like Columbus legit thought he was in or near India. That’s still not fraud at all.",steveinashland,"Oregon, USA",en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Fraud
74,2021-03-22 08:40:43+00:00,1.37E+18,@RailWireIndia I do have feasibility in my area there is even a shop near me using a railwire connection. This is a complete fraud system. @DoT_India All u can do is forward tweets. @PMOIndia Your so called digital india is growing but in a wrong direction since we have people like these.,aryanm7kr,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fraud
0,2022-02-27 05:45:59+00:00,1.50E+18,"@hydcitypolice Yes I'm following this channel regularly and I'm getting awareness about cyber crimes and also knowing how to tackle them... Now a days I do aware people near me as well...!
Thank You Crime Free India for such a great Contribution towards society...!",Im_shivag,"Hyderabad, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cyber crime
1,2021-09-01 13:52:35+00:00,1.43E+18,"@ViCustomerCare @Cyberdost @DoT_India @TRAI Whenever I dial 155260 (Cyber Crime Portal) from my ViL/ Vodafone Sim, it says ""you dial a wrong number"" again and again.
ViL Customer Care's representative said there is no information about this no.(155260) near them.",Anjan_only,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cyber crime
2,2021-05-04 09:05:53+00:00,1.39E+18,"Cybercrime is on peak in india, my brother  preyed through phishing messge and looted ₹25095 from his A/c by means of phone pay. We timely reported to near cybercrime cell firozabad, UP and concerned bank. The scrn shot of Payment made to plundered attched. Pl help us https://t.co/vuqU7QcGsK",dharamv43655583,,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Cyber crime
3,2021-03-26 17:48:03+00:00,1.38E+18,@PujaaGhosh @Kissht_EMI @Rufilo_India @CashbeanO @galaxycardin @Jantaki_Aawaz please complain in cybercrime and fir near by police station,mtmukesh108,"Hyderabad, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cyber crime
0,2022-03-10 19:12:59+00:00,1.50E+18,"@VaibhavSisinty Don't know how many people tried this. Even remittance to India using UPI is near real time. 

Last month from Europe to India to a UPI took one minute. 

My rent transfer, a local transaction, to landlord takes longer.",HarishKGulati,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
1,2022-03-10 11:54:33+00:00,1.50E+18,"@TeamIronManXI upi penetration in India is better than anywhere in world (might be good in some small countries but population size, literacy rate and HDI is also to be considered).
No country comes near India.",subhavsamarth,New Delhi.,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",upi
2,2022-03-06 10:23:17+00:00,1.50E+18,@paraschopra Rupay and UPI could be useful for Russia. Hope India would provide it near future.,VGPS1978,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
3,2022-03-06 07:55:07+00:00,1.50E+18,@sms956 @indian_sons1947 @shashank_ssj @RuPay_npci @UPI_NPCI @narendramodi May be in the near future India &amp; China also become friends...the west cannot keep dictating the world forever.,OmTrayambakam,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
4,2022-03-03 12:46:43+00:00,1.50E+18,"@Dhriyamana @Tom_Fowdy As far internet is concerned. underlying connectivity is all owned by Big Tech again, 

Come, near future, they'll dictate too. 

Today Russia, tomorrow India.
People going Gaga over UPI should also remember that Android and Apple OS are still owned by US.  + https://t.co/SMqq0OSFGq",virajkalkur,日本,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
5,2022-03-02 16:51:15+00:00,1.50E+18,"Due to Digital India initiative, we now do have our own UPI, RuPay, IRNSS (GPS system), Spy Stats, also will have our Own Cyber War Hub, Space Station &amp; Digital Currency in near future.

Dependencies are being thrown away 🇮🇳🇮🇳🇮🇳

2/2",yuvi_vs,"கொங்கு Region, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
6,2022-02-15 06:41:31+00:00,1.49E+18,"@UIDAI @UIDAIBengaluru @PMOIndia @narendramodi @Tejasvi_Surya @BSBommai I am currently at the Aadhar Seva Kendra near South end Bengaluru. Surprisingly they accept only cash payments. No card, no UPI. Not a good sign India has to become cashless!",rahul_agasthya,"Bengaluru, India",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",upi
7,2022-02-09 16:31:27+00:00,1.49E+18,Looks good but nowhere near UPI payment experience in India 😀 Merchants just have to put a QR code in front of their shop to make it work. It’s very much async experience. https://t.co/eh0P9gj33N,kidsid49,Gurgaon,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",upi
8,2022-01-30 18:41:05+00:00,1.49E+18,"@Twinkleinvest A lot of features like buyers protection etc is very weak in India and almost useless. With UPI and strong debit card competition thanks to likes of Rupay, I doubt Indian credit card market will become anywhere near as large as developed markets. UPI is actually a fantastic tech",learning_do,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",upi
9,2022-01-20 18:53:56+00:00,1.48E+18,"Do you know near about 70 Lac Crore Transactions were done through UPI (Unified Payments Interface) Across India in 2021. The volume of transactions through UPI shows that our INDIA is growing day day Digitally. 

#india #RepublicDay #UPI #DigitalTransformation",vikrantdhingra4,"Abohar, India",en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",upi
10,2022-01-01 15:04:02+00:00,1.48E+18,"No, India isn't the only one. But most economies will have a alternative which doesn't cost anything to use. India has UPI, wallets and many more? 

Cash will continue to be king in India for near future, but I'm seeing that gradually shift towards digital payments. https://t.co/Cd4b43kAtG",tapanwaval,Singapore/ Pune,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
11,2021-12-22 19:32:42+00:00,1.47E+18,@vj17061985 @ashajadeja325 And the ease with which India has adapted to UPI transactions is amazing. I heard US is nowhere near when it comes to instant money transfers,orunda0007,Mumbai,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",upi
12,2021-12-14 18:05:12+00:00,1.47E+18,"Crypto In India a Thread

1.
The way we Indians are using UPI for money Transfers using a Bank account, the day is near when you will use #cryptocurrecy 

Imagine, the concept of Banks which are using our Savings money and earning Billions.

Cont..",NoelrajKalkuri,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
13,2021-12-09 14:41:20+00:00,1.47E+18,"To boost digital payments, RBI in near future
Is planning to launch UPI-based payments for feature phone users
Using text, users will be able to easily carry out transactions
Without requiring any internet connection

#upi #india",thepoeticnews,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",upi
14,2021-12-03 17:05:46+00:00,1.47E+18,@SMH_Engr @vivbajaj This fear is totally uncalled for... there is still huge scope for bank in lots of interior parts of india... specifically for private banks... Banking as a sector will thrive in near future... and I m sure they will have strategies in place for these loss making UPI companies...,YogeshD77029870,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
15,2021-11-23 04:05:35+00:00,1.46E+18,@MoneyballT Yeah. Bringing the cost down to near $0. A race to the bottom. Fintech's and crypto charge more in transaction fees than $V and $MA so they are getting slammed too. Look up UPI in India.,BankerG2,Toronto ,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",upi
16,2021-11-18 10:23:46+00:00,1.46E+18,"I never used #UPI till #2021 , then started trying #paytm, all marchents near my house, my reletives,friends use #GPay or #PhonePay , not one use #paytm, I have to Instal #Gpay specifically for that, in india ppl use #upi as whatsapp, u can't transfer from Paytm to gpay",memesinhindi,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
17,2021-11-17 11:11:34+00:00,1.46E+18,@TidefallCapital Card transaction fees will end up going to near 0 long term. It's already in big tech and govts interest for this to happen. Already has happened in India with UPI and Rupay cards replacing Visa/MC,greenfrog_cap,Toronto,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",upi
18,2021-11-14 05:55:08+00:00,1.46E+18,"@rajeevicha @cnni @Reuters @BBCWorld @DDNewslive @airnewsalerts @ANI @PIB_India @nytimes @washingtonpost @guardian @TheNews_Scoop @AP @UPI @straits_times @AJWasahi True,
Same thing should happen near all Jain holly places
Wherein present scenerio allows few shopkeepers to sell non veg in open which hurts Jain Devotees'/ppl sentiments🙏",drmamtajain1,"Delhi, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
19,2021-11-09 08:00:42+00:00,1.46E+18,"@being_sane_ @aphrodite___20 @S_SreeramNair @ANI Will you let temple near your place go into corruption if you have say in all decision making ??

Its social media time all people are connected

Its too hard buddy

Adopt Digital India tools,UPI from that money comming to temple Trust

Make a small bank type arrangement !!",abhinandanvats,भारत,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
20,2021-11-01 09:19:09+00:00,1.46E+18,"@lon3volf @jetjeet @Ravisutanjani UPI is operated by a non-profit (NPCI) and is central bank mandated, so adopted by all banks operating in India.
While Zelle is available with only select banks (though one can expect more to sign up).
But yes, they both accomplish near-instant money transfers between bank a/cs.",gautam_gg,here,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",upi
21,2021-10-14 16:23:02+00:00,1.45E+18,"Just 10 minutes ago I drove into one of your petrol pumps near chaganaserry railway station,kerala. I'm sorry but the place is a shame to digital india, the POS they use is dated since Mughals and they don't accept UPI payments . Such a shame !

@reliancegroup @_DigitalIndia",avimalayali123,"Kerala, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
22,2021-10-13 07:16:45+00:00,1.45E+18,"Hi @NPCI_BHIM team,
U r making worst app, the BHIM app takes an era to open n login,then when to scan and pay.
U guys r nowhere near to any other private payment apps, u guys r not making India cashless but instead making impatient .
#DigitalIndia
@narendramodi 
@UPI_NPCI",Sureshbiradar,Bangalore,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
23,2021-10-08 17:30:37+00:00,1.45E+18,"@BPCLimited Your petrol pump near KEM hospital, Mumbai  is denying payment through UPI. Whether your organisation is against Digital India ?",factsvspropaga1,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
24,2021-10-05 07:09:43+00:00,1.45E+18,"@dominos_india 
Had visited one of your outlets at borivali west, near bhagwati Hospital.
Had placed an order for Pizza mania Capsicum.
Tried payment twice via UPI QR scan.
Payment got deducted from my acc
payment receiving device time-out both https://t.co/GmlZtKolNO",Inscriptionxx,"Mumbai, India",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",upi
25,2021-10-03 23:59:03+00:00,1.44E+18,"India lags in financial inclusion amid booming UPI payments | Deccan Herald: This is too high, but at the same time, showcases the massive scope of growth that players in the FinTech space can cash in on, in the near future”, ... https://t.co/vWmMUWVZc3 #finpeform #fintech",SuriyaSubraman,"London, UK",en,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",upi
26,2021-09-20 18:33:13+00:00,1.44E+18,"@Tech_glareOffl I’m probably guessing Apple Pay might come to India very soon, check the last line in the about iOS 15 update page. 
Speculation only, integrating UPI in camera is basically coming very near to system wide support of payments is my speculation. https://t.co/bBRNGm174J",kartikeyar1004,"Hyderabad, India",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",upi
27,2021-08-24 20:42:46+00:00,1.43E+18,"Will we ever see “take rates” in the US at near zero like we do in India? Are there any Fintechs challenging the much maligned Visa/MasterCard payment rails like #upi 
⁦@_ram_⁩  ⁦@patrickc⁩  @jack ⁦@NandanNilekani⁩ ⁦@vkhosla⁩ ⁦ https://t.co/W7vDX9qSyo",mpactfactor,"Napa, CA/Hyderabad",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",upi
28,2021-07-23 16:51:01+00:00,1.42E+18,"@Shell company has good name but in some districts
in india Karnataka tumkur district 
near Sira gate petrol pump male staff don't know how to talk with coustamer very bad service even they don't know about  digital 
transaction swip UPI online 
better company first train them",Muhamma23133650,"Mysore, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
29,2021-07-19 10:28:05+00:00,1.42E+18,"@TheOfficialSBI 
@SBI_FOUNDATION 
@RBI 

State bank of india there service is very very bad 
When i recharger my phone with using upi id they deducted amt but mobile number not to be recharger but i complain near branch but they are not slove my problem",SujitMa947,"Raipur, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
30,2021-07-07 11:36:00+00:00,1.41E+18,"Isn't there going to be a rise 🚀 of UPI apps in India in the near future? With the #UPI transactions increasing at a steady rate, soon new apps 📲 will be coming forward with platforms to perform UPI transactions and provide special benefits 🎁. #sharemarket #BusinessNews #bse https://t.co/nV6wLLTTiT",PoonjiMitra,,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",upi
31,2021-05-27 05:23:18+00:00,1.40E+18,"@India_4_Ever Sir,  You can visit any P.O near your residence to open an IPPB account which having facilities of UPI / Online banking. The said account opened by Biometirc method. Kindly take mobile at the time of opening of the account.",IndiaPostOffice,"नई दिल्ली, भारत",en,"<a href=""https://onedirect.in"" rel=""nofollow"">OneDirect Suite - P</a>",upi
32,2021-05-03 12:51:55+00:00,1.39E+18,"Relatives and family members perform last rites near multiple funeral pyres of victims of COVID-19 burn at a ground that has been converted into a crematorium for mass cremation in New Delhi, India on Saturday, May 1, 2021. Photo by Abhishek/UPI https://t.co/gi4EfQzIcC",UPIPhotos,"Washington, D.C.",en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",upi
33,2021-04-19 17:06:08+00:00,1.38E+18,@BHASKARANSHIVAR @gypsy_nilima @INCIndia @PIB_India @AmitShah @RahulGandhi @htTweets @PIBHindi Digital revolution sir is what happened in last 7 years.4yr bak wr wer nowhere  near the us or Chinese.But today most of the country use upi and other online mode for payment of even a rupeeU can keep saying modi destroyed nation. Ppl think otherwise with evry election,venkat_ravi,on the move,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
34,2021-04-15 06:44:12+00:00,1.38E+18,"@rsprasad @NPCI_BHIM @UPI_NPCI @NPCI_NPCI @PMOIndia @_DigitalIndia @GoI_MeitY In Uattrakhand district pithoragarh 
BSNL NETWORK  EVERY DAY DOWN DUE TO NTR OFC CUT BECAUSE THERE IS LINER CIRCUIT .
Pithoragarh near CHINA AND Nepal  BORDERS INDIA ARMY, ITBP, SSB OR ALL GOVERNMENT OFFICE 
USED BSNL NETWORK. FROM here bsnl Get very much profit",RajeshP38138221,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
35,2021-04-06 03:59:52+00:00,1.38E+18,"Looks like history is being rewritten in real time. 

One has to ask where's India? UPI is a huge success and we are no where near CBDC compare to China. https://t.co/wgWllHEIHq",abhip22,bombay,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
36,2021-04-02 16:42:23+00:00,1.38E+18,"@tmmenon @Sanjaya_BBSR @Dr_MR_Satapathy @arvind_joshi @nrajabpcla @keeranl @GauravModified @ArunDeshpande20 @Ramendr02120385 @desertfox61I @nrajabpcl @sunitpanna @chitranayal09 @Richa_Anand73 @VBRGK_Acharya @i__mystic @NRRVijayakumar @mahendra3 @SoniaGurnani19 @Anju1951Purohit @KSMANN @prakasia @narendramodi @savitha_rao @ModiBrigade_Ind @dhaval8456 @lakshmianand96 @OnlineRajan__ @Hamara_Desh @NationalistIn14 @aprnh19 @namoArunima @Pankaj_NaMo @0mNam0 @drrajinder1984 @AbhinandanKaul @Anil_J_INDIA @rajagopalan8 @naturaize @nair_hena @swetamishraa @doctorsoumya @journalistHari @SortedEagle @Amaresh03335514 @drharshvardhan @IndiaPostOffice @_DigitalIndia @UPI_NPCI @ignisfatuus1110 Union Government seems to doing well, but to weed out corruption in BJP Ruled States is going to be difficult presently. Yes it may be far less than other non-BJP ruled states, but having a 💯% clean system in the near term is not easy. 60 years to decay has many many termites.",shitul905,India,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
0,2022-03-19 17:15:29+00:00,1.51E+18,@testertested @DotPe_India @PhonePe @WhatsApp I do not have to use mobile. as I get coffee at coffee place near home,gsvasan,Bangalore,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",upi
1,2021-12-10 07:07:48+00:00,1.47E+18,"Yesterday a delivery boy was caught by traffic police near Sarjapura road, Bangalore. He had no cash to settle the issue. So police asked him to transfer 300rs to his wife account via phonepe. Digital india😂 @BlrCityPolice @CPBlr @AddlCPTrHyd @blrcitytraffic @DgpKarnataka https://t.co/AslTQWQQpC",Abhikillur,Union of India,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
0,2021-11-18 10:23:46+00:00,1.46E+18,"I never used #UPI till #2021 , then started trying #paytm, all marchents near my house, my reletives,friends use #GPay or #PhonePay , not one use #paytm, I have to Instal #Gpay specifically for that, in india ppl use #upi as whatsapp, u can't transfer from Paytm to gpay",memesinhindi,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
1,2021-10-03 10:48:34+00:00,1.44E+18,"Amazon India!!Amazon pay is literally a pain in the neck. no comments on no cost EMI, as never used that option or would be required to, in near future. Credit cards - a big NO..so debit seems the final &amp; best option. Please extend the offers to NetBanking &amp; Gpay as well 🙂👆👍 https://t.co/nfR6IG2vqP",praxav,"Bengaluru, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",upi
2,2021-08-03 08:03:29+00:00,1.42E+18,"@GooglePayIndia Please make Gpay for wear is available in India. 
Is there any timeline or likelihood of launch in near future?
Is wear 3.0 with new Google pay going to support payments in India out of the box??",nishant713,India,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",upi
3,2021-07-30 18:49:20+00:00,1.42E+18,@drkiransrivi @To__The__Point @MacRumors @waxeditorial If biometrics is the case then how Samsung Pay &amp; Google Pay are offering NFC Payments in India and Apple Pay can't ? Have you tried GPay NFC ? It doesn't even need touch id for small payments. Take the phone out and bring it near the POS Machine and it's done in seconds.,go2ranjan,Mumbai,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",upi
0,2022-03-18 03:27:45+00:00,1.50E+18,@Ashneer_Grover @Paytm Paytm fair value is near 150 or so also bharatpe also near 100 only. Fintech is nothing but a very confusing companies of economines. So chill Mr. India no body is interested in Paytm atleast as of now.,LD13131209,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
1,2022-03-15 04:48:08+00:00,1.50E+18,"Almost near to my predicted price of ₹500.

Why shouldn't @dir_ed not investigate @SEBI_India officials who allowed @Paytm to list at such obnoxiously high price. Who was bribed to allow this listing? https://t.co/NbyaveoppG https://t.co/CEMNVo8E6p",ArunudoyB,NOIDA & New Delhi,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
2,2022-03-14 16:57:36+00:00,1.50E+18,"PM NARENDRA MODI
PROMOTED
Paytm

TODAY SHARES ARE AT 30% OF VALUE SINCE PM MODI PROMOTION

CAN INDIA IMAGINE PRICE OF INDIAN ASSET BEING SOLD TODAY WILL BE IN NEAR FUTURE?

BANKRUPT INDIA? https://t.co/hO6ILdHvAe",AnthSald,,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",paytm
3,2022-03-14 16:44:11+00:00,1.50E+18,"- U.S. stocks fluctuate 
- Oil retreats near $103
- #LICIPO likely by May?
- N Chandrasekaran to head Air India
- Urban unemployment rises
- Paytm shares at record low
- Panic selling in China stocks
- #ElonMusk challenges #Putin 
 
Get the day's top news: https://t.co/bNGD9PqowD https://t.co/y1XoDRcz3x",bloombergquint,"Mumbai, India",en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",paytm
4,2022-03-05 13:25:17+00:00,1.50E+18,"@BCCI @Paytm What a selfish people are in cricket India when  one near to milestone they pull back them because they can't see the success of other.. because they want to told jaddu bhai that ""you are just bowler and not batter "" 
#selfishrohit",pardeep20867846,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
5,2022-02-27 18:26:32+00:00,1.50E+18,@BCCI @ShreyasIyer15 @Paytm Shreyas also has the best brain India has for captain ship after Rohit. KL and pant are nowhere near.,BabarajKeepers,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
6,2022-02-24 05:49:39+00:00,1.50E+18,@DebChak98066755 @paytm is Paytm ko aukat dikhani zaruri hai ..china ke bal pe india me haath paw pasar rahe hai.... Start boycott of this Paytm app and request all ur near nd dear ones to boycott this app,Neelesh29913956,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
7,2022-02-19 15:36:14+00:00,1.50E+18,"@nsitharamanoffc @nsitharaman @FinMinIndia @MIB_India LIC IPO "" Hero or Zero "" depends on Listing price ... 
 It should be near Rs 150 to 200 according to Lic housing finance price ... 
Zero if want to fly like Paytm .. 
Hero if want to drive like Adani Wilmar ...",Amit_777,Patna,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
8,2022-02-16 13:19:34+00:00,1.49E+18,@BCCI @Paytm Hope he will deliver his best and become a star performer for India in near future.,Avishekthefire,Uttarpara,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
9,2022-01-12 13:41:22+00:00,1.48E+18,@ETNOWlive @Paytm @vijayshekhar @IAMAIForum @RajanAnandan @Sequoia_India Now clearly visible his desperation to project the company to stop the falling stock price . Even God may not be able to stop the stock touching 500rs in near term. Even at 500rs need to see who will be going to buy .,badduvr,United Kingdom,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paytm
10,2022-01-12 12:25:53+00:00,1.48E+18,"@ETNOWlive @Paytm @vijayshekhar @IAMAIForum @RajanAnandan @Sequoia_India Well, Paytm has also done more harm to ipo allottees than any other ipo in last 15 years. The stock has witnessed a unidirectional journey since the day of listing and there is no hope of trend reversal in near future. Nevertheless, too late to exit now.",lovnishjagdhane,Inside Llewyn Davis,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
11,2021-12-13 09:32:28+00:00,1.47E+18,"What a lovely sight this morning at a traffic signal near CST Station Mumbai

Age old kaali peelis (black+yellow cabs) are equipped with digital payment options

More power to @vijayshekhar @Paytm for truly changing the way India pays!

#DigitalIndia #Cashless #Penetration https://t.co/JIDgH2z8EQ",abugupta44,"Mumbai, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
12,2021-12-08 17:31:04+00:00,1.47E+18,"@the_Harsha18 @imVkohli Bro I am not Rohit Sharma fan ok and here I always say kohli us best batsman in the world after sachin.
But dhoni is the best captain for india and kohli doesn't stand near dhoni in captaincy stats winning Paytm trophys is not enough for being best captain",movsri,,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",paytm
13,2021-12-04 18:58:53+00:00,1.47E+18,"@ABPNews Sir ji this is spoiling your name of paytm because your customer care has not taken any action till today and i will bring like this inside whole india never do booking of paytm hotels because the hotel people refuse to pay 
We do not only do hotels near us, I do it fr https://t.co/d4NA0y5PsN",oberoi_aashish,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
14,2021-12-04 18:48:24+00:00,1.47E+18,"Vijay Shekhar SharmaSir ji this is spoiling your name of paytm because your customer care has not taken any action till today and i will bring like this inside whole india never do booking of paytm hotels because the hotel people refuse to pay 
We do not only do hotels near https://t.co/GNVTdtqcVt",oberoi_aashish,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
15,2021-12-04 18:44:46+00:00,1.47E+18,"Sir ji this is spoiling your name of paytm because your customer care has not taken any action till today and i will bring like this inside whole india never do booking of paytm hotels because the hotel people refuse to pay 
We do not only do hotels near us, I do it from the si https://t.co/R92NKcw3ZG",oberoi_aashish,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
16,2021-12-04 07:35:46+00:00,1.47E+18,"@BCCI @Paytm Morning time laga tha india all out ho jayega near 250 , but well played team India.",LsRtforIndia,"Navi Mumbai, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
17,2021-11-22 18:29:12+00:00,1.46E+18,"PAYTM  and Reliance are dragging the whole market down. 
Nowhere near as rapidly as the Gujarati duo is dragging India down.
Markets will recover but India...",ajay43,,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paytm
18,2021-11-22 17:07:32+00:00,1.46E+18,Paytm money will be the leader for stock brokerage in India in near future!,thebeyondguy,"Hyderabad, India",en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paytm
19,2021-11-20 14:21:38+00:00,1.46E+18,I am expected #Paytm will give good return in near futures. Inflation will also play major role. #cryptocurrency in India. Indian central bank governor warns for https://t.co/zhHew627im sources say India may introduce their. Beware of trading in this instruments. Lets us talks of,satishlakhani04,mumbai,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",paytm
20,2021-11-18 10:23:46+00:00,1.46E+18,"I never used #UPI till #2021 , then started trying #paytm, all marchents near my house, my reletives,friends use #GPay or #PhonePay , not one use #paytm, I have to Instal #Gpay specifically for that, in india ppl use #upi as whatsapp, u can't transfer from Paytm to gpay",memesinhindi,,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
21,2021-11-18 07:13:45+00:00,1.46E+18,"Like from village boy to Enterpreneur.
It's all from Scratch to Listings @Paytm same will for his IPO to become large cap.
It's been quite a journey for @vijayshekhar sir,from Harduaganj village near Aligarh to helming the biggest IPO in India so far. D-day for @Paytm #PayTmIPO https://t.co/lZ6kDsxt07",AzamSid63165177,"Bengaluru, India",en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",paytm
22,2021-11-18 04:39:02+00:00,1.46E+18,"This kid from Harduaganj near Aligarh, UP who passed his English entrance tests by guessing the meaning of questions based on the units of the multiple choice answers - just lead his startup to IPO. 

Congratulations @vijayshekhar and team @paytm! New India has truly arrived 🇮🇳 https://t.co/Nkk4KvmR2A",kushalbhagia,Mumbai,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paytm
23,2021-11-18 01:44:11+00:00,1.46E+18,"It's been quite a journey for @vijayshekhar - from 
Harduaganj village near Aligarh to helming the biggest IPO in India so far. D-day for Paytm as it prepares to list on the stock exchanges today. #Paytm @Paytm",chandrarsrikant,"Bengaluru, India",en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",paytm
